Time (s),Error (km)
80188.000000,3.388914
82757.700000,5.658239
85409.600000,5.478429
88146.600000,5.616276
90971.200000,4.549527
93886.400000,5.308729
96895.000000,4.272025
100000.000000,4.421875
103204.500000,6.030417
106511.700000,6.736854
109924.900000,7.428166
113447.400000,5.986768
117082.800000,7.262180
120834.700000,7.026085
124706.900000,7.733135
128703.100000,5.412253
132827.400000,6.508838
137083.900000,8.225020
141476.700000,7.833514
146010.300000,6.845524
150689.200000,6.694633
155518.100000,6.477467
160501.600000,8.032876
165644.900000,9.052420
170953.000000,9.545467
176431.200000,7.398994
182084.900000,9.853677
187919.800000,9.851542
193941.700000,9.717047
200156.600000,9.411948
206570.600000,9.325020
213190.100000,7.820669
220021.800000,10.251330
227072.400000,9.527874
234349.000000,11.642434
241858.700000,10.843787
249609.000000,8.605528
257607.700000,10.781424
265862.800000,11.595778
274382.300000,10.791519
283174.900000,12.673632
292249.300000,10.515139
301614.400000,10.592424
311279.600000,11.860852
321254.600000,12.635490
331549.200000,11.359946
342173.700000,12.306801
353138.600000,12.629406
364454.900000,14.517082
376133.900000,14.155989
388187.100000,10.909895
400626.500000,13.237275
413464.600000,14.367350
426714.100000,11.745408
440388.100000,12.251963
454500.400000,14.669376
469064.800000,14.342344
484096.000000,12.131877
499608.900000,16.414285
515618.800000,14.393770
532141.800000,15.695883
549194.300000,14.830133
566793.200000,12.415007
584956.100000,15.147777
603701.000000,12.099252
623046.600000,16.185092
643012.100000,13.154855
663617.500000,15.168862
684883.100000,13.577021
706830.200000,14.391974
729480.500000,14.118498
752856.700000,15.915940
776982.000000,11.271166
801880.400000,15.886352
827576.600000,11.734294
854096.300000,14.141611
881465.800000,14.566771
909712.400000,9.450791
938864.100000,13.062179
968950.000000,11.926074
1000000.000000,5.795641
