Algorithm,Execution Time (s)
RK4,0.0798859,15.9013,15.9812
RK8,0.0798859,99.383,99.4629
ODE45,0.0798859,37.8132,37.8931
ODE78,0.0798859,127.923,128.002
ODE113,0.0798859,46.606,46.6859
MPCI,0.0,268.597,268.597
