Algorithm,Execution Time (s)
RK4,0.0918438,15.4102,15.5021
RK8,0.0918438,112.138,112.23
ODE45,0.0918438,39.8802,39.972
ODE78,0.0918438,147.555,147.647
ODE113,0.0918438,51.261,51.3529
MPCI,0.0,847.396,847.396
