Algorithm,Execution Time (s)
RK4,0.00308987,0.205951,0.209041
RK8,0.00308987,2.17338,2.17647
ODE45,0.00308987,1.33127,1.33436
ODE78,0.00308987,2.73547,2.73856
ODE113,0.00308987,7.29669,7.29978
MPCI,0.0,3.59132,3.59132
