Algorithm,Execution Time (s)
RK4,0.00467591,0.635488,0.640164
RK8,0.00467591,7.55079,7.55547
ODE45,0.00467591,1.99574,2.00042
ODE78,0.00467591,9.99804,10.0027
ODE113,0.00467591,2.80137,2.80605
MPCI,0.0,50.0356,50.0356
