Algorithm,Execution Time (s)
RK4,0.00340443,1.21268,1.21608
RK8,0.00340443,10.7331,10.7365
ODE45,0.00340443,4.69544,4.69884
ODE78,0.00340443,14.1035,14.1069
ODE113,0.00340443,7.51092,7.51432
MPCI,0.0,27.0937,27.0937
