Algorithm,Execution Time (s)
RK4,0.00806079,0.522187,0.530248
RK8,0.00806079,3.97632,3.98438
ODE45,0.00806079,1.44262,1.45068
ODE78,0.00806079,5.62555,5.63361
ODE113,0.00806079,7.08847,7.09653
MPCI,0.0,13.4682,13.4682
