Time (s),Error (km)
0.0,0.0
160.3336440032764,0.00878503893647434
639.6893358595473,0.034934237895387965
1433.1482374984744,0.07781470238257195
2532.568386867794,0.1363516549889375
3926.6682454818097,0.2091361417897239
5601.142462272616,0.2949396481586538
7538.8086658502825,0.39411199765550387
9719.783778884792,0.5113242320710134
12121.688045385534,0.659309242064651
14719.874677282425,0.8612000224156688
17487.682763823923,1.1477675994323107
20396.710848599367,1.549435684849646
23417.108366914985,2.088235242480697
26517.881952981978,2.773474556734594
29667.21347379022,3.600442860190505
32832.78652620977,4.550747057134437
35982.11804701802,5.594043164741365
39082.89163308501,6.6912812989595425
42103.28915140063,7.799203780086959
45012.31723617607,8.87537141554157
47780.125322717584,9.882773991391101
50378.31195461445,10.793186386666969
52780.216221115195,11.588788606486759
54961.19133414971,12.262019875344256
56898.85753772739,12.814020741491529
58573.33175451819,13.252227636495167
59967.431613132205,13.587702824185204
61066.85176250152,13.83265747748168
61860.31066414045,13.9984373920338
62339.66635599672,14.094061394068166
62500.0,14.125279422446136
62500.0,14.125279422446136
62660.33364400328,14.156112369198278
63139.68933585955,14.245992808628014
63933.14823749848,14.38716320989118
65032.568386867795,14.567061751510169
66426.66824548181,14.769006127180452
68101.14246227262,14.973367916159145
70038.80866585029,15.15934600709769
72219.7837788848,15.307340290411368
74621.68804538553,15.401755352658332
77219.87467728242,15.433867398306562
79987.68276382392,15.404230463798246
82896.71084859937,15.324049351866606
85917.10836691498,15.215048355838796
89017.88195298197,15.10760511598108
92167.21347379022,15.037236893387647
95332.78652620976,15.039851497458063
98482.11804701801,15.146465374788908
101582.891633085,15.378317525145693
104603.28915140063,15.743387934836445
107512.31723617608,16.235119329042856
110280.12532271759,16.833599058862205
112878.31195461444,17.508774906759253
115280.2162211152,18.224783100077886
117461.19133414971,18.944354138984046
119398.8575377274,19.632480724973135
121073.33175451819,20.258902830824344
122467.43161313221,20.79932872040526
123566.85176250152,21.235581803764266
124360.31066414044,21.555015424451312
124839.66635599671,21.749580818844763
125000.0,21.814896175423396
